-22, 50, 60
-20.582, 50.491, 60
-19.165, 50.981, 60
-17.747, 51.472, 60
-16.33, 51.962, 60
-14.912, 52.453, 60
-13.495, 52.943, 60
-12.077, 53.434, 60
-10.66, 53.924, 60
-9.242, 54.415, 60
-7.825, 54.906, 60
-6.407, 55.396, 60
-4.99, 55.887, 60
-3.572, 56.377, 60
-2.155, 56.868, 60
-0.74, 57.282, 60
0.646, 56.707, 60
2.032, 56.133, 60
3.417, 55.558, 60
4.803, 54.984, 60
6.188, 54.409, 60
7.574, 53.835, 60
8.96, 53.26, 60
10.345, 52.686, 60
11.731, 52.111, 60
13.117, 51.537, 60
14.502, 50.962, 60
15.888, 50.387, 60
17.273, 49.813, 60
18.659, 49.238, 60
20.045, 48.664, 60
21.43, 48.089, 60
22.816, 47.515, 60
22.996, 47.172, 60
21.496, 47.151, 60
19.996, 47.13, 60
18.496, 47.109, 60
16.996, 47.088, 60
15.497, 47.067, 60
13.997, 47.046, 60
12.497, 47.025, 60
10.997, 47.004, 60
9.497, 46.983, 60
7.997, 46.962, 60
6.497, 46.941, 60
4.998, 46.92, 60
3.498, 46.899, 60
1.998, 46.878, 60
0.506, 46.836, 60
-0.572, 45.794, 60
-1.651, 44.751, 60
-2.729, 43.709, 60
-3.808, 42.666, 60
-4.886, 41.624, 60
-5.964, 40.581, 60
-7.043, 39.539, 60
-8.121, 38.496, 60
-9.2, 37.454, 60
-10.278, 36.411, 60
-11.357, 35.369, 60
-12.435, 34.326, 60
-13.514, 33.283, 60
-14.592, 32.241, 60
-15.671, 31.198, 60
-16.749, 30.156, 60
-17.828, 29.113, 60
-18.906, 28.071, 60
-19.985, 27.028, 60
-21.063, 25.986, 60
-22.142, 24.943, 60
-23.22, 23.901, 60
-24.287, 24.729, 60
-25.352, 25.785, 60
-26.417, 26.841, 60
-27.482, 27.898, 60
-28.547, 28.954, 60
-29.612, 30.01, 60
-30.678, 31.066, 60
-31.743, 32.122, 60
-32.808, 33.178, 60
-33.873, 34.235, 60
-34.938, 35.291, 60
-36.003, 36.347, 60
-37.068, 37.403, 60
-38.133, 38.459, 60
-39.199, 39.515, 60
-40.264, 40.572, 60
-41.329, 41.628, 60
-42.394, 42.684, 60
-43.459, 43.74, 58.687
-44.524, 44.796, 55.346
-45.589, 45.852, 51.789
-46.654, 46.909, 47.97
-47.712, 47.972, 43.819
-48.752, 49.053, 39.232
-49.758, 50.166, 34.033
-50.703, 51.33, 27.881
-51.391, 52.646, 20
-50.292, 53.129, 41.363
-48.858, 52.696, 54.731
-47.471, 52.125, 56.748
-46.108, 51.5, 57.86
-44.76, 50.842, 58.522
-43.423, 50.162, 58.941
-42.094, 49.466, 59.218
-40.771, 48.759, 59.41
-39.454, 48.041, 59.41
-38.142, 47.314, 59.547
-36.832, 46.583, 59.647
-35.526, 45.846, 59.647
-34.223, 45.103, 59.723
-32.921, 44.358, 59.781
-31.622, 43.608, 59.781
-30.324, 42.857, 59.826
-29.027, 42.102, 59.826
-27.733, 41.345, 59.863
-26.439, 40.586, 59.863
-25.146, 39.825, 59.892
-23.854, 39.062, 59.892
-22.563, 38.298, 59.917
-21.273, 37.534, 59.917
-19.983, 36.767, 59.937
-18.694, 36, 59.937
-17.406, 35.233, 59.955
-16.118, 34.464, 59.955
-14.83, 33.695, 59.97
-13.542, 32.925, 59.97
-12.255, 32.155, 59.983
-10.968, 31.384, 59.983
-9.681, 30.614, 59.983
-8.395, 29.843, 59.995
-7.108, 29.072, 59.995
-5.822, 28.3, 59.994
-4.535, 27.529, 59.994
-3.248, 26.758, 59.984
-1.962, 25.987, 59.984
-0.675, 25.216, 59.984
0.612, 24.445, 59.974
1.899, 23.674, 59.974
3.186, 22.904, 59.965
4.473, 22.134, 59.965
5.76, 21.364, 59.965
7.048, 20.595, 59.956
8.336, 19.827, 59.956
9.625, 19.059, 59.947
